"CAMPAIGN_PERFORMANCE_REPORT (Oct 24, 2014-Nov 22, 2014)"
Campaign ID,Campaign,Campaign state,Impressions,Clicks,Avg. CPC,CTR
239543474,APAC | Google | Search | Clean Investor,paused,0,0,0,0.00%
Total, --, --,0,0,0,0.00%
