"CAMPAIGN_PERFORMANCE_REPORT (Oct 24, 2014-Nov 22, 2014)"
Campaign ID,Campaign,Campaign state,Impressions,Clicks,Avg. CPC,CTR
255716169,Campaign #1,removed,0,0,0,0.00%
256371249,Brand Campaign,paused,0,0,0,0.00%
Total, --, --,0,0,0,0.00%
